colorname,desc2,description,fit,fitinfo,fulldescription,itemid,name,url,Classification
['Abyss Grey'],"[""This is one cool pack: instead of a standard back panel, seamless suspended mesh extends from the shoulder blades to the lumbar. The mesh disperses and balances the load exceptionally well, but it also keeps air moving across your back. It's all part of the innovative Anti-Gravity Suspension system - designed with load lifters that keep weight suspended off your back - making it feel like you're walking down the trail practically packless.""]","['A technical ultralight pack, the Osprey Atmos AG 65 backpack is designed first and foremost for hiking comfortably—even with a load of more than 40 pounds.']",[],[],"['A technical ultralight pack, the Osprey Atmos AG 65 backpack is designed first and foremost for hiking comfortably—even with a load of more than 40 pounds.', 'Specs', 'Small', 'Capacity: 3,783 cu. in.', 'Torso Fit: Fits torso lengths up to 18.5"".', 'Weight: 4 lb. 4 oz.', 'Medium', 'Capacity: 3,967 cu. in.', 'Torso Fit: Fits torsos from 18"" to 20.5"".', 'Weight: 4 lb. 6 oz.', 'Large', 'Capacity: 4,150 cu. in.', 'Torso Fit: Fits torso lengths over 20"".', 'Weight: 4 lb. 8 oz.', 'Why We Love It', ""This is one cool pack: instead of a standard back panel, seamless suspended mesh extends from the shoulder blades to the lumbar. The mesh disperses and balances the load exceptionally well, but it also keeps air moving across your back. It's all part of the innovative Anti-Gravity Suspension system - designed with load lifters that keep weight suspended off your back - making it feel like you're walking down the trail practically packless."", 'Construction', 'Pack body is 100D and 630D nylon dobby.', 'Bottom is 420D nylon packcloth.', 'Top-load design is easy to load; floating top lid is removable.', 'Attachment loops for ice axe, shovel or other tools.', 'Water resistant zippers.', 'Additional Features', 'Dual front pockets allow for easy gear organization.', 'Stow-on-the-Go attachment stows trekking poles with pack on.', 'Internal sleeve holds a hydration bladder, sold separately.', 'Large mesh front pocket for stashing an extra layer.', 'Imported.', 'Questions?', 'Chat with an Expert']",['307428'],Osprey Atmos AG65 Expedition Pack,https://www.llbean.com/llb/shop/120443?page=osprey-atmos-ag65-expedition-pack&bc=512576&feat=512576-gn1&csp=a&attrvalue_0=abyss%20grey,Bags
['Navy'],"[""With more than 100 years of experience, Baird McNutt uses traditional Irish methods to produce the highest-quality linen ever. Renowned across the world, it's the quintessential warm-weather fabric and our linen of choice.""]","['Perfectly cool and casual, this striped linen dress is ready for a summer of fun. Wear it to a barbecue with friends, as a cover-up at the beach or with skinny jeans later in the season.']",[],"['Relaxed Fit: Our most generous fit sits farthest from the body.', 'Falls at knee.']","['Perfectly cool and casual, this striped linen dress is ready for a summer of fun. Wear it to a barbecue with friends, as a cover-up at the beach or with skinny jeans later in the season.', 'Size & Fit', 'Relaxed Fit: Our most generous fit sits farthest from the body.', 'Falls at knee.', 'Why We Love It', ""With more than 100 years of experience, Baird McNutt uses traditional Irish methods to produce the highest-quality linen ever. Renowned across the world, it's the quintessential warm-weather fabric and our linen of choice."", 'Fabric & Care', '100% Irish linen.', 'Machine wash and dry.', 'Additional Features', 'Tie at back neck – knot it or tie it in a bow.', 'Droptail hem.', 'Imported.', 'Questions?', 'Chat with an Expert']",['503756'],Signature Sleeveless Linen Shift Dress,https://www.llbean.com/llb/shop/120218?page=signature-sleeveless-linen-shift-dress&bc=32-516686-302&feat=302-gn2&csp=s&attrvalue_1=xx-small&attrvalue_0=navy,Dresses
['Walnut'],"['These Sawtooth BDry Hiking Shoes support your feet with specialized features and forward thinking tech. But did you know that Oboz, in partnership with Trees for the Future, also helps support a healthy planet? For every pair of Oboz shoes purchased, they plant a tree. Every tree planted helps reduce carbon, enrich soil, shade crops, control erosion and so much more.']","['With their athletic profile and heavy-duty tread, these Oboz Sawtooth Bdry waterproof hiking shoes are a popular choice for everything from a walk in the park to tackling the most challenging trails in the rain.']",[],['Fit best with midweight socks.'],"['With their athletic profile and heavy-duty tread, these Oboz Sawtooth Bdry waterproof hiking shoes are a popular choice for everything from a walk in the park to tackling the most challenging trails in the rain.', 'Size & Fit', 'Fit best with midweight socks.', 'Specs', 'Approx. weight: 2 lb. 6 oz. per pair.', 'Why We Love It', 'These Sawtooth BDry Hiking Shoes support your feet with specialized features and forward thinking tech. But did you know that Oboz, in partnership with Trees for the Future, also helps support a healthy planet? For every pair of Oboz shoes purchased, they plant a tree. Every tree planted helps reduce carbon, enrich soil, shade crops, control erosion and so much more.', 'Construction', 'Nubuck leather upper with abrasion-resistant synthetic panels.', 'Oboz BDry waterproof/breathable inner lining.', 'Dual density EVA midsole and a O Fit Deluxe synthetic covered EVA innersole for all-day comfort.', 'Rubber sole with sawtooth-tread pattern, toe cap and 3D molded heel counter.', 'Padded tongue and collar.', 'Web pull-on loops at tongue and back heel.', 'Imported.', 'Questions?', 'Chat with an Expert']",['291838'],Men's Oboz Sawtooth BDry Hiking Shoes,https://www.llbean.com/llb/shop/85377?page=men-s-oboz-sawtooth-bdry-hiking-shoes&bc=511171-508401-511065&feat=511065-gn3&csp=a&attrvalue_0=walnut,Shoes
['Graphite'],[],"['Few things are as rewarding as trading in your work shoes for a pair of comfortable, lined leather slippers. Handsewn styling, buttery-soft, perforated leather and cotton flannel lining.']",[],['Half sizes order up.'],"['Few things are as rewarding as trading in your work shoes for a pair of comfortable, lined leather slippers. Handsewn styling, buttery-soft, perforated leather and cotton flannel lining.', 'Size & Fit', 'Half sizes order up.', 'Construction', 'Flannel-lined, perforated leather is ideal for cool summer nights or chilly winter weekends.', 'Flexible crepe outsole.', 'Rawhide laces.', 'Classic, cotton flannel lining adds warmth.', 'Full-foam sock liner cushions your foot.', 'Imported.', 'Questions?', 'Chat with an Expert']",['503376'],"Men's Handsewn Slippers, Perforated Flannel-Lined",https://www.llbean.com/llb/shop/121180?page=men-s-handsewn-slippers-perforated-flannel-lined&bc=509870&feat=509870-gn0&csp=a&attrvalue_0=graphite,Slippers
['Clear'],[],"['Field tested in a variety of situations, from spring creeks to tidal rips.']",[],[],"['Field tested in a variety of situations, from spring creeks to tidal rips.', 'Specs', 'Length: 30 yd.', 'Construction', 'Premium fluorocarbon with high knot strength, abrasion resistance and low visibility.', 'Additional Features', 'Field tested in a variety of situations, from spring creeks to tidal rips.', 'Imported.', 'Questions?', 'Chat with an Expert']",['236273'],"Umpqua Tippet Material, Superfluoro Tippet",https://www.llbean.com/llb/shop/46219?page=umpqua-tippet-material-superfluoro-tippet&bc=29-507923-1112&feat=1112-gn1&csp=f&attrvalue_0=clear,Fishing Tools
"['Chalk Blue', 'Dark Olive', 'Indigo Heather', 'Ink Black', 'Maritime Red', 'Shale Gray Heather', 'Oatmeal Heather']","[""Waffle tees offer so much comfort and warmth, but too many shrink and lose their shape. That's why we're so happy to make ours absolutely unshrinkable. It keeps its size, shape and great looks no matter how many times you wash it. And you'll find it only at L.L.Bean.""]","['100% unshrinkable, and exclusively ours. This amazing thermal waffle henley is designed to keep its shape and size, wash after wash.']",['Traditional Fit.'],"['Traditional Fit: Relaxed through the chest, sleeve and waist.']","['100% unshrinkable, and exclusively ours. This amazing thermal waffle henley is designed to keep its shape and size, wash after wash.', 'Size & Fit', 'Traditional Fit: Relaxed through the chest, sleeve and waist.', 'Why We Love It', ""Waffle tees offer so much comfort and warmth, but too many shrink and lose their shape. That's why we're so happy to make ours absolutely unshrinkable. It keeps its size, shape and great looks no matter how many times you wash it. And you'll find it only at L.L.Bean."", 'Fabric & Care', '100% cotton fabric is fade and pill resistant.', 'Machine wash and dry.', 'Construction', 'L.L.Bean-exclusive fabric.', 'Additional Features', 'Three-button henley neckline.', 'Imported.', 'Questions?', 'Chat with an Expert']",[],"Unshrinkable Mini-Waffle Henley, Long-Sleeve Traditional Fit",https://www.llbean.com/llb/shop/118238?page=unshrinkable-mini-waffle-henley-long-sleeve-traditional-fit&bc=12-26-589-514115&feat=514115-gn3&csp=f,Shirts
['Black/Pink'],[],"[""Now lighter, these are the perfect trail shoes for runners who won't be slowed down by trail or weather conditions. These women's Gore-Tex trail runners offer waterproof protection and a cushioned, balanced ride so you can run with confidence.""]",[],"['Order your regular Brooks shoe size or we recommend ordering half size up from your measured Brannock device size, (for half sizes not offered, order up to next whole size).', 'Best fit with midweight socks.']","[""Now lighter, these are the perfect trail shoes for runners who won't be slowed down by trail or weather conditions. These women's Gore-Tex trail runners offer waterproof protection and a cushioned, balanced ride so you can run with confidence."", 'Size & Fit', 'Order your regular Brooks shoe size or we recommend ordering half size up from your measured Brannock device size, (for half sizes not offered, order up to next whole size).', 'Best fit with midweight socks.', 'Specs', 'Approx. Weight: 1 lb. 4 oz. (pair).', 'Heel Height: 1½"".', 'Why We Love Them', 'Enjoy your run, rain or shine. These waterproof running shoes feature a breathable Gore-Tex membrane and a rugged outsole that provides great traction on wet surfaces and tricky terrain. The BioMoGo DNA midsole cushioning dynamically adapts to your stride and a ballistic rock shield and SUV-like stability give you control and protection over trail hazards.', 'Construction', 'High traction HPR Green® rubber compound outsole.', '3D Rubber Print Mud Guard protects your feet from trail debris.', 'Gore-Tex membrane makes the shoe breathable and waterproof.', 'BioMoGo® gel-like technology disperses impact and cushions your foot.', 'Lightweight, synthetic and microfiber upper is waterproof and breathable.', 'Element microfiber lining and insole cover manage moisture.', 'Ballistic rock shield in the forefoot protects against hard objects on the trail.', 'Full-length S-257® Cushole® insole board, Crash Pad forefoot and Pivot Posting heel for stability.', 'Additional Features', 'Flexible, adaptable cushioning supports the natural motion of the foot.', 'Padded collar and tongue for added comfort.', 'Imported.', 'Questions?', 'Chat with an Expert']",['308132'],Women's Brooks Cascadia 13 Gore-Tex Trail Running Shoes,https://www.llbean.com/llb/shop/121236?page=women-s-brooks-cascadia-13-gore-tex-trail-running-shoes&bc=474-630-506705-503066&feat=503066-gn3&csp=f&attrvalue_0=black/pink,Shoes
"['Olive Gray/Olive Gray/Reef Coral', 'Purple Sunset/Shale Gray/Silver Sand']",[],"[""We've put a colorful spin on a perennial favorite: the low-cut, slip-on, rain-shedding Rubber Moc – now in fun limited-edition colors for women.""]",[],"['With light- or midweight socks: Whole sizes, order 1 size down. Half sizes, order 1½ sizes down. 9, 9½, order 8.', 'With heavyweight socks: Whole sizes, order your regular size. Half sizes, order down. 9, 9½, order 9.']","[""We've put a colorful spin on a perennial favorite: the low-cut, slip-on, rain-shedding Rubber Moc – now in fun limited-edition colors for women."", 'Size & Fit', 'With light- or midweight socks: Whole sizes, order 1 size down. Half sizes, order 1½ sizes down. 9, 9½, order 8.', 'With heavyweight socks: Whole sizes, order your regular size. Half sizes, order down. 9, 9½, order 9.', 'Specs', 'Approx. weight: 2 lb. 10 oz. per pair.', 'Heel height: 1½"".', 'Why We Love Them', ""An avid outdoorsman, Leon Leonwood Bean wanted to create a comfortable, dry pair of boots for tromping through the backwoods of Maine. Today, our signature duck boots are still sewn right here in Maine. Now in limited-edition colors so bright and cheery, they'll shine through the rainiest weather and keep you dry and comfortable to boot."", 'Construction', 'Waterproof rubber boot bottom with chain-tread sole provides traction and durability.', 'Premium nubuck upper sheds snow and rain.', 'Supportive steel shank and rubber chain-tread bottom provide comfort and traction.', 'Cambrelle knit lining in bottom of boot for extra comfort.', 'Removable padded insole.', 'Made in Maine.', 'Questions?', 'Chat with an Expert']",['506369'],"Women's Small Batch L.L.Bean Boots, Nubuck Rubber Moc",https://www.llbean.com/llb/shop/122337?page=women-s-small-batch-l-l-bean-boots-nubuck-rubber-moc&bc=474-630-506708&feat=506708-gn2&csp=f,Boots
['Green'],[],"['A lightweight three-season sleeping pad that offers the convenience of a self-inflating pad without the bulk or weight. It packs down compactly, making it perfect for backpacking.']",[],[],"['A lightweight three-season sleeping pad that offers the convenience of a self-inflating pad without the bulk or weight. It packs down compactly, making it perfect for backpacking.', 'Specs', 'Regular', 'Dimensions: 72""L x 20""W x 2""D.', 'Weight: 1 lb. 7 oz.', 'Packed size: 10"" x 5.75"".', 'Large', 'Dimensions: 78""L x 25""W x 2""D.', 'Weight: 1 lb. 15 oz.', 'Packed size: 13"" x 6"".', 'Construction', 'Made from lightweight 30-denier polyester with durable laminated TPU.', 'Additional Features', 'A thicker, lighter self-inflating mattress with Delta Cores that reduce weight and keep you warm.', 'The triangular Delta Cores reduce weight and bulk without sacrificing support and comfort.', 'Multi-function, high flow valve for easy inflation and deflation.', 'Anti-slip print on top and base keeps it in place.', 'PillowLock™ attaches your Aeros pillow to your mat, holding it in place for a slip-free sleep.', 'R value of 2.7.', 'Imported.', 'Questions?', 'Chat with an Expert']",[],Sea To Summit Comfort Light Self-Inflating Sleeping Mat,https://www.llbean.com/llb/shop/122676?page=sea-to-summit-comfort-light-self-inflating-sleeping-mat&bc=29-915-512955&feat=512955-gn1&csp=f&attrvalue_0=green,Sleeping Bags
[],[],"[""The most convenient, supportive wading staff we've ever used—with a double-shock-cord design that snaps into place when you need it in a pinch.""]",[],[],"[""The most convenient, supportive wading staff we've ever used—with a double-shock-cord design that snaps into place when you need it in a pinch."", 'Construction', 'Lightweight and strong ¾"" aircraft-grad aluminum, floating cork handle and carbide tip.', 'Snaps quickly into place with double-shock-cord design.', 'Folds up neatly when not in use.', 'Stows in storage holster that attaches to your wading belt.', 'Additional Features', 'Available in 50"" and 59"" lengths.', 'USA.', 'Questions?', 'Chat with an Expert']",[],Folstaf Wading Staff,https://www.llbean.com/llb/shop/36466?page=folstaf-wading-staff&bc=29-507923-1109-4905&feat=4905-gn3&csp=f,Fishing Tools
['Black'],[],"['The Nikon Monarch 5 binoculars provide superior viewing quality, a lightweight, rugged body and waterproof performance that excels under any conditions.']",[],[],"['The Nikon Monarch 5 binoculars provide superior viewing quality, a lightweight, rugged body and waterproof performance that excels under any conditions.', 'Specs', 'Magnification: 10x.', 'Objective lens diameter: 42 mm.', 'Field of view: 288 ft. at 1,000 yd.', 'Eye relief: 18.4 mm.', 'Dimensions: 5.7""L x 5""W x 2.1""D.', 'Weight: 21.1 oz.', 'Construction', 'Rubber-armored body for shockproof protection.', 'Waterproof, fogproof and scratch-resistant lenses.', 'Additional Features', 'Extra-Low Dispersion (ED) glass enhances contrast and resolution.', 'Streamlined focus wheel effortlessly glides for easy image adjustment.', 'Advanced dielectric prism coating for superior performance in low lighting.', 'Eyecups have multiple settings for correct eye positioning.', 'Generous and comfortable eye relief.', 'Flip-down lens covers.', 'Carrying case included.', 'Imported.', 'Questions?', 'Chat with an Expert']",['285876'],"Nikon Monarch 5 Binoculars, 10 x 42 mm",https://www.llbean.com/llb/shop/80278?page=nikon-monarch-5-binoculars-10x42-mm&bc=512576&feat=512576-gn1&csp=a&attrvalue_0=black,Binoculars
"['Mineral Blue', 'Violet']","['These Sawtooth BDry Hiking Shoes support your feet with specialized features and forward thinking tech. But did you know that Oboz, in partnership with Trees for the Future, also helps support a healthy planet? For every pair of Oboz shoes purchased, they plant a tree. Every tree planted helps reduce carbon, enrich soil, shade crops, control erosion and so much more.']","['Perfect for everything from a walk in the park to the most challenging trail, these lightweight waterproof hiking shoes are designed to be superlightweight with excellent traction.']",[],[],"['Perfect for everything from a walk in the park to the most challenging trail, these lightweight waterproof hiking shoes are designed to be superlightweight with excellent traction.', 'Specs', 'Approx. weight: 1 lb. 13 oz. per pair.', 'Why We Love It', 'These Sawtooth BDry Hiking Shoes support your feet with specialized features and forward thinking tech. But did you know that Oboz, in partnership with Trees for the Future, also helps support a healthy planet? For every pair of Oboz shoes purchased, they plant a tree. Every tree planted helps reduce carbon, enrich soil, shade crops, control erosion and so much more.', 'Construction', 'Waterproof nubuck leather and BDry membrane keep water out while mesh panels add breathability.', 'Additional Features', 'O Fit Deluxe insoles and dual density EVA midsole provides exceptional cushioning and arch support.', 'Outsole has rubber distributed in strategic areas to decrease the shoe’s weight yet improve grip.', 'Imported.', 'Questions?', 'Chat with an Expert']",['290973'],Women's Oboz Sawtooth BDry Hiking Shoes,https://www.llbean.com/llb/shop/83734?page=women-s-oboz-sawtooth-bdry-hiking-shoes&bc=32-516689-6715&feat=6715-gn2&csp=s,Shoes
"['Bean Boot Brown Lab', 'Deepest Red/Charcoal Cat', 'Graphite/Puffin', 'Graphite/Raccoon', 'Mariner Blue Sun Moon', 'Rustic Blue/Camper', 'Taupe/Chocolate Dog', 'Natural Brown/Leaves', 'Pine Katahdin']",[],"[""There's nothing like greeting the day in these cute slippers emblazoned with an image of one of our favorite animals or an outdoor motif.""]",[],['Half sizes order up.'],"[""There's nothing like greeting the day in these cute slippers emblazoned with an image of one of our favorite animals or an outdoor motif."", 'Size & Fit', 'Half sizes order up.', 'Fabric & Care', 'Spot clean.', 'Construction', 'Wool clog style upper features high-pile fleece sock liner to balance warmth and comfort.', 'Antislip rubber sole for increased traction.', 'Additional Features', 'The perfect mule slippers for lounging by a cozy fire or running quick errands around town.', 'These scuff slippers pair durable construction with fun colors and adorable styling.', 'They slip on with the convenience of open-backed mule slippers.', 'Choose from one of our fun motifs.', 'Imported.', 'Questions?', 'Chat with an Expert']",['305194'],"Daybreak Scuffs, Motif",https://www.llbean.com/llb/shop/70223?page=daybreak-scuffs-motif&bc=511913&feat=511913-gn2&csp=a,Slippers
['Black'],[],"[""The improved Osprey Stratos hiking pack provides outstanding fit and ventilation. It features adjustable torso length so it can adapt to different users and a suspension system that's incredibly comfortable.""]",[],[],"[""The improved Osprey Stratos hiking pack provides outstanding fit and ventilation. It features adjustable torso length so it can adapt to different users and a suspension system that's incredibly comfortable."", 'Specs', 'Capacity: 1,465 cu. in., 24 L.', 'Weight: 2 lb. 12 oz.', 'Dimensions: 22H"" x 12""W x 12""D.', 'Construction', 'Main pack body made from 210-denier ripstop nylon.', 'Pack bottom made from tough 420-denier nylon packcloth.', 'Additional Features', 'Airspeed suspension features a tensioned back panel and added torso adjustment.', 'Seamless hipbelt interface for comfort.', 'Built-in rain cover stows in its own pocket for convenient access.', 'Side compression straps secures the load close to your body.', 'Stow-On-The-Go trekking pole attachment.', 'Single ice tool attachment with stowable bungee tie-off.', 'Internal hydration reservoir sleeve; reservoir sold separately.', 'Dual side stretch-mesh pockets.', 'Front-panel storage pocket.', 'Imported.', 'Questions?', 'Chat with an Expert']",['304904'],Osprey Stratos 24 Day Pack,https://www.llbean.com/llb/shop/116842?page=osprey-stratos-24-day-pack&bc=515669-515670&feat=515670-gn3&csp=a&attrvalue_0=black,Bags
"['Dark Celadon', 'Lightest Peach', 'Sienna Clay', 'Vintage Indigo', 'White']",[],['We chose softly textured slub cotton for this easygoing t-shirt and garment dyed it for beautiful lived-in color that only gets better with time.'],['Slightly Fitted'],"['Slightly Fitted: Softly shapes the body.', 'Falls at hip.']","['We chose softly textured slub cotton for this easygoing t-shirt and garment dyed it for beautiful lived-in color that only gets better with time.', 'Size & Fit', 'Slightly Fitted: Softly shapes the body.', 'Falls at hip.', 'Fabric & Care', '100% cotton.', 'Machine wash and dry.', 'Additional Features', 'Embroidered trim at the center yoke and split neck.', 'Three-quarter-length sleeves.', 'Imported.', 'Questions?', 'Chat with an Expert']",[],Garment-Dyed Splitneck Tee,https://www.llbean.com/llb/shop/122547?page=garment-dyed-splitneck-tee&bc=511742-511744-508875&feat=508875-gn3&csp=a,Shirts
['Black'],[],"[""This ultra-comfortable universal liner is designed to be paired with any cycling bottoms. It features Terry's Urban Chamois, a compact seamless chamois with four-way stretch and multi-density foam padding.""]",[],"['6.5"" inseam.']","[""This ultra-comfortable universal liner is designed to be paired with any cycling bottoms. It features Terry's Urban Chamois, a compact seamless chamois with four-way stretch and multi-density foam padding."", 'Size & Fit', '6.5"" inseam.', 'Fabric & Care', 'Nylon/spandex construction.', 'Machine wash, line dry.', 'Additional Features', 'Urban Chamois features 4-way stretch Elastic Interface® Technology for total comfort.', 'Multi-density foam padding.', 'Shorter front to back and less bulky design are ideal for a more upright commuter riding position.', 'Light microfiber fabric reduces bulk at inner thigh to avoid chafing.', 'Made in Italy.', 'Questions?', 'Chat with an Expert']",['309796'],Women's Terry Universal Liner Short,https://www.llbean.com/llb/shop/122401?page=women-s-terry-universal-liner-short&bc=511742&feat=511742-gn0&csp=a&attrvalue_0=black,Baselayers
"['Nautical Red/Dark Marine Blue', 'Smokey Teal/Black Plum', 'Tuscan Olive/Teal Shadow', 'Canyon Rust/Hickory']","[""We took the classic design of our original anorak, updated it with a modern fit and added fun colorblocking and heritage-inspired details. We think it's the perfect pick for just about anything, offering style for town and performance-worthy features for the trail – all at an unbeatable value.""]","[""Lightweight protection in a classic colorblock design, our women's anorak resists the elements and features heritage-inspired details straight from our archives.""]",[],"['Slightly Fitted.', 'Best with lightweight layer.', 'Falls at hip.']","[""Lightweight protection in a classic colorblock design, our women's anorak resists the elements and features heritage-inspired details straight from our archives."", 'Size & Fit', 'Slightly Fitted.', 'Best with lightweight layer.', 'Falls at hip.', 'Why We Love It', ""We took the classic design of our original anorak, updated it with a modern fit and added fun colorblocking and heritage-inspired details. We think it's the perfect pick for just about anything, offering style for town and performance-worthy features for the trail – all at an unbeatable value."", 'Fabric & Care', 'Wind- and water-resistant supplex nylon fabric.', 'Machine wash and dry.', 'Additional Features', 'Roomy, adjustable hood for easy on/off.', 'Kangaroo pockets.', 'Stows in its own pocket.', 'Elastic cuffs.', 'Adjustable drawcord at hem.', 'Imported.', 'Questions?', 'Chat with an Expert']",[],"Mountain Classic Anorak, Colorblock",https://www.llbean.com/llb/shop/115613?page=mountain-classic-anorak-colorblock&bc=514952&feat=514952-gn1&csp=a,Jackets
['Dark Blue Multi'],[],"['Bright, light and fully waterproof, these Bogs rain boots are just what kids need to make the most of rainy days.']",[],[],"['Bright, light and fully waterproof, these Bogs rain boots are just what kids need to make the most of rainy days.', 'Construction', 'Ultrasoft and flexible natural rubber upper.', 'Lined with Bogs Max-Wick™ to keep socks nice and dry.', 'Additional Features', '100% waterproof.', 'DuraFresh organic bio-technology fights odors.', 'Easy pull-on style.', 'Imported.', 'Questions?', 'Chat with an Expert']",['309770'],"Kids' Bogs Rain Boots, Trigeo",https://www.llbean.com/llb/shop/122387?page=kids-bogs-rain-boots-trigeo&bc=512999-514045&feat=514045-gn1&csp=a&attrvalue_0=dark%20blue%20multi,Boots
['Moss Camo'],[],"['This sit-on-top fishing kayak will help you make the most out of your time on the water. Package includes kayak, 8 scupper plugs, L.L.Bean Kayak Paddle, Anchor, Anchor Trolly, and Scotty Rod holder as well as 2 molded-in rod holders.']",[],[],"['This sit-on-top fishing kayak will help you make the most out of your time on the water. Package includes kayak, 8 scupper plugs, L.L.Bean Kayak Paddle, Anchor, Anchor Trolly, and Scotty Rod holder as well as 2 molded-in rod holders.', 'Specs', 'Capacity: 375 lb.', 'Weight: 64 lb.', 'Dimensions: 12\' x 32.5"".', '     .kayak-p7 {         font-family: Arial, Helvetica, sans-serif;         text-align: left;         font-size: 14px;         letter-spacing: 0.4px;     }     .kayak-p7 .span-5 {         float: left !important;         width: 35%;     }     .kayak-p7 .span-7 {         width: 60%;         float: left !important;         margin-left: 1%;     }     .kayak-p7 .span-7 img {         margin-right: 10px;     }     .kayak-p7 h3 {         font-size: 18px;         font-weight: normal;         margin-top: 3px;     }     .kayak-p7 p {         margin: 10px 0 17px;         line-height: 24px;     }     .kayak-p7 a {         text-decoration: underline;     }     .kayak-p7 hr {         color: #d0d0d0;         margin-bottom: 15px;     }     .VideoTrigger_wrap-video {         display: block !important;         margin-bottom: 5px !important;     } ', 'How to Choose a Kayak', 'Find the best kayak for you – from short paddles to multiday adventures.', '             WATCH THE VIDEO         ', 'KAYAK BUYING GUIDE', 'Construction', 'Kayak is made from durable rotomolded polyethylene.', 'Two-piece paddle is made with sturdy, lightweight aluminum shaft.', 'Paddle can be feathered 60° left or right.', 'Additional Features', 'A high-performance fishing machine for ponds, lakes and bays.', 'Broad sidewalls and straight-tracking keel for a stable ride.', 'Skid plate on stern provides additional layer of protection to the keel.', 'Includes two molded rod holders behind the cockpit.', 'One Scotty Baitcaster rod holder with universal mounting plate.', 'Includes anchor kit and cleat.', 'Stern tankwell is self-draining and includes bungees to secure gear.', 'Bow covered dry storage.', 'Made in the USA, components USA and imported.', 'Questions?', 'Chat with an Expert', '     .kayak-p7 {         font-family: Arial, Helvetica, sans-serif;         text-align: left;         font-size: 14px;         letter-spacing: 0.4px;     }     .kayak-p7 .span-5 {         float: left !important;         width: 35%;     }     .kayak-p7 .span-7 {         width: 60%;         float: left !important;         margin-left: 5%;     }     .kayak-p7 .span-7 img {         margin-right: 10px;     }     .kayak-p7 h3 {         font-size: 18px;         font-weight: normal;         margin-top: 3px;     }     /* .kayak-p7 p {         margin: 10px 0 17px;         line-height: 24px;     } */     .kayak-p7 a {         text-decoration: underline;     }     .kayak-p7 hr {         color: #d0d0d0;         margin-bottom: 15px;     }     .VideoTrigger_wrap-video {         display: block !important;         /* margin-bottom: 5px !important; */     } ', 'How to Choose a Kayak', 'Find the best kayak for you – from short paddles to multiday adventures.', '     WATCH THE VIDEO ', 'KAYAK BUYING GUIDE']",['506920'],"L.L.Bean Angler Sit-On-Top Kayak Package, 12'",https://www.llbean.com/llb/shop/122126?page=l-l-bean-angler-sit-on-top-kayak-package-12&bc=29-118-506830&feat=506830-gn1&csp=f&attrvalue_0=moss%20camo,Kayaks
['Blue Smoke'],[],"[""This lightweight, ventilated version of the best-selling Moab trail hiker features less volume in the forefoot for a more athletic fit. It's also equipped with a grippier outsole that excels in both wet and dry conditions.""]",[],['Order regular shoe size.'],"[""This lightweight, ventilated version of the best-selling Moab trail hiker features less volume in the forefoot for a more athletic fit. It's also equipped with a grippier outsole that excels in both wet and dry conditions."", 'Size & Fit', 'Order regular shoe size.', 'Specs', 'Approx. weight: 1 lb. 7 oz. per pair.', 'Construction', 'Lightweight nubuck leather and mesh upper.', 'Traditional lace closure and bellows tongue help keep debris on the trail and out of your shoes.', 'Vibram MegaGrip outsole offers the best combo of traction and durability on wet and dry surfaces.', '5 mm lugs help you grip uneven terrain.', 'Kinetic Fit removable contoured footbed provides flexible support and cushioning.', 'Merrell Air Cushion in the heel for shock absorption and stability.', 'Midsoles are lighter weight than previous versions of the Moab, helping you stay light on your feet.', 'Metal hooks and lacing eyelets ensure secure fit.', 'Imported.', 'Questions?', 'Chat with an Expert']",['309665'],Women's Merrell Moab FST 2 Ventilated Hiking Shoes,https://www.llbean.com/llb/shop/122324?page=women-s-merrell-moab-fst-2-ventilated-hiking-shoes&bc=510940&feat=510940-gn2&csp=a&attrvalue_0=blue%20smoke,Shoes
['Tan/Brown'],[],"['The original L.L.Bean Boot, handcrafted in Maine since 1912 – in sizes just for kids. Lined with Thinsulate Insulation to keep their toes toasty.']",[],"['Whole sizes, order 1 size down. Half sizes, order 1½ sizes down.']","['The original L.L.Bean Boot, handcrafted in Maine since 1912 – in sizes just for kids. Lined with Thinsulate Insulation to keep their toes toasty.', 'Size & Fit', 'Whole sizes, order 1 size down. Half sizes, order 1½ sizes down.', 'Why We Love Them', ""Our children's duck boots feature the same impeccable construction as our adult styles, combining the waterproof protection of rubber-bottom boots with the comfort of full-grain leather. Made right here in Maine by expert craftspeople who treat each pair like it was made for their own kids."", 'Video: One Minute on L.L.Bean Boot Care', 'Construction', 'Full-grain leather upper and rubber chain-link tread.', 'Moisture-wicking liner.', '3M™ Thinsulate™ Insulation in footbed helps keep feet warm and dry.', 'Additional Features', 'Proven to shed rain and snow.', 'Uniquely shaped foot form offers the stability and comfort kids need.', 'USA.', 'Questions?', 'Chat with an Expert']",['229685'],"Kids' L.L.Bean Boots, Thinsulate",https://www.llbean.com/llb/shop/43134?page=kids-l-l-bean-boots-thinsulate&bc=512999&feat=512999-gn0&csp=a&attrvalue_0=tan/brown,Boots
